AEther Searcher	乙太探寻客
Order of the Golden Cricket	金蟋蟀骑士团
Order of the Sacred Bell	圣钟教士团
Order of the Sacred Torch	圣炬骑士团
Order of the Stars	辉星教士团
Order of the White Shield	白盾骑士团
Ordered Migration	列队迁徙
Ordruun Commando	欧度鲁突击兵
Ordruun Veteran	欧度鲁老兵
Ore Gorger	吞矿怪
Oreskos Explorer	俄瑞恣探险家
Oreskos Sun Guide	俄瑞恣太阳向导
Oreskos Swiftclaw	俄瑞恣迅爪兵
Organ Grinder	器官磨工
Orgg	欧格
Origin Spellbomb	肇生咒击弹
Orim's Chant	欧琳的吟颂
Orim's Cure	欧琳的医治
Orim's Prayer	欧琳的祈祷
Orim's Thunder	欧琳之雷
Orim's Touch	欧琳之抚
Orim, Samite Healer	撒姆尼医疗员欧琳
Oriss, Samite Guardian	撒姆尼守护者欧莉丝
Ormendahl, Profane Prince	渎神之子欧魔达
Ornamental Courage	华饰之威
Ornate Kanzashi	华美发簪
Ornery Kudu	暴躁捻角羚
Ornitharch	百鸟统领
Ornithopter	扑翼机
Orochi Eggwatcher	护卵蛇人
Orochi Hatchery	蛇人孵化场
Orochi Leafcaller	叶咏蛇人
Orochi Ranger	巡林蛇人
Orochi Sustainer	护源蛇人
Oros, the Avenger	雪仇龙王欧若
Orzhov Advokist	欧佐夫倡议人
Orzhov Basilica	欧佐夫大殿
Orzhov Charm	欧佐夫护符
Orzhov Cluestone	欧佐夫示石
Orzhov Euthanist	欧佐夫安乐艺师
Orzhov Guildgate	欧佐夫公会门
Orzhov Guildmage	欧佐夫公会法师
Orzhov Keyrune	欧佐夫符镇兵
Orzhov Pontiff	欧佐夫主教
Orzhov Signet	欧佐夫印记
Orzhova, the Church of Deals	行商教会欧佐瓦
Osai Vultures	奥塞秃鹰
Ostiary Thrull	守门索尔兽
Ostracize	依法放逐
Otarian Juggernaut	欧塔利亚攻城车
Otepec Huntmaster	欧特佩克猎师
Otherworld Atlas	异界图集
Otherworldly Journey	异界之旅
Otherworldly Outburst	异界爆发
Oubliette	地牢
Ouphe Vandals	莽撞奥夫
Oust	撵走
Outbreak	暴乱
Outland Boar	边境野猪
Outland Colossus	离乡巨汉
Outmaneuver	运筹帷幄
Outnumber	以量取胜
Outpost Siege	围攻哨站
Outrage Shaman	暴怒祭师
Outrider en-Kor	寇族前导兵
Outrider of Jhess	介斯前导兵
Outwit	智取
Ovalchase Daredevil	逐榄道铁胆车手
Ovalchase Dragster	逐榄道赛车
Overabundance	过度充裕
Overbeing of Myth	不凡神人
Overblaze	以火助势
Overburden	过度负荷
Overcome	压袭
Overeager Apprentice	躁进学徒
Overflowing Insight	洞察满溢
Overgrown Battlement	蔓生城垛
Overgrown Estate	芜乱家产
Overgrown Tomb	蔓生墓园
Overgrowth	过度生长
Overlaid Terrain	覆盖地形
Overload	超载
Overmaster	雄势
Override	覆掩
Overrule	宣告无效
Overrun	横行
Overseer of the Damned	厄亡者督军
Oversold Cemetery	超卖墓园
Oversoul of Dusk	暮色超灵
Overtaker	接管者
Overwhelm	压服
Overwhelming Denial	压倒性拒斥
Overwhelming Forces	压倒性武力
Overwhelming Instinct	压倒性直觉
Overwhelming Intellect	压倒性智能
Overwhelming Splendor	非凡壮景
Overwhelming Stampede	压倒性蹄响
Ovinize	羊化术
Ovinomancer	羊化术师
Oviya Pashiri, Sage Lifecrafter	铸生智者奥薇亚帕西理
Owl Familiar	猫头鹰佣兽
Oxidda Daredevil	奥悉达冒险客
Oxidda Golem	奥悉达魔像
Oxidda Scrapmelter	奥悉达融铁兽
Oxidize	氧化
Oyobi, Who Split the Heavens	破天央誉飞
Pacification Array	绥靖阵列
Pacifism	和平主义
Pack Guardian	狼群守卫
Pack Hunt	围猎
Pack Rat	林鼠群
Pack's Disdain	遭群鄙视
Pact of Negation	逸散条约
Pact of the Titan	泰坦条约
Padeem, Consul of Innovation	求新执政珀蒂
Pain (Pain/Suffering)	烦扰
Pain Kami	苦痛神
Pain Magnification	增强苦痛
Pain Seer	苦痛预言师
Pain's Reward	苦痛报偿
Painbringer	苦痛使徒
Painful Lesson	惨痛教训
Painful Memories	悲苦的回忆
Painful Quandary	痛苦窘境
Painful Truths	痛苦真相
Painsmith	苦痛工匠
Painted Bluffs	斑斓绝壁
Painter's Servant	画家仆役
Painwracker Oni	激痛邪鬼
Palace Familiar	宫殿佣兽
Palace Guard	宫殿守卫
Palace Jailer	宫殿狱卒
Palace Sentinels	宫殿哨卫
Palace Siege	围攻宫殿
Paladin en-Vec	维克族神圣武士
Paladin of Prahv	布拉夫神圣武士
Paladin of the Bloodstained	沥血团神圣武士
Pale Bears	苍白熊
Pale Moon	苍白之月
Pale Recluse	苍白隐士
Pale Rider of Trostad	卓斯塔苍白骑兵
Pale Wayfarer	苍白旅人
Paleoloth	古洛西
Paliano Vanguard	帕兰诺城先锋
Paliano, the High City	上城帕兰诺
Palinchron	暴凌空
Palisade Giant	围栏巨人
Palladia-Mors	帕雷迪·莫斯
Palladium Myr	钯秘耳
Palliation Accord	减伤调和
Pallid Mycoderm	苍白菌衣
Pallimud	包里玛
Panacea	万能药
Pandemonium	大混乱
Pang Tong, “Young Phoenix”	凤雏先生庞统
Panglacial Wurm	跨冰河亚龙
Pangosaur	鲮鲤恐龙
Panharmonicon	万和琴
Panic	惊慌
Panic Attack	惊慌失措
Panic Spellbomb	惊慌咒击弹
Panoptic Mirror	万象镜
Panther Warriors	豹人战士
Paperfin Rascal	薄鳍无赖
Paradigm Shift	典范转移
Paradise Mantle	天堂羽披风
Paradise Plume	天堂羽饰
Paradox Engine	悖论引擎
Paradox Haze	奇诡迷雾
Paradoxical Outcome	矛盾结果
Paragon of Eternal Wilds	永野守护者
Paragon of Fierce Defiance	众威守护者
Paragon of Gathering Mists	幔雾守护者
Paragon of New Dawns	新黎明守护者
Paragon of Open Graves	敞坟守护者
Paragon of the Amesha	爱米莎守护者
Parallax Dementia	时空震痴呆
Parallax Inhibitor	时空震抑制器
Parallax Nexus	时空震通道
Parallax Tide	时空震浪潮
Parallax Wave	时空震脉波
Parallectric Feedback	等电反馈
Parallel Evolution	平行演化
Parallel Lives	平行生命
Parallel Thoughts	平行思绪
Paralyze	麻痹
Paralyzing Grasp	麻痹攫
Paranoid Delusions	偏执妄念
Paranoid Parish-Blade	妄念教区精兵
Parapet	胸墙
Parapet Watchers	胸墙看守
Paraselene	幻月咒
Parasitic Bond	寄生联结
Parasitic Implant	植入寄生
Parasitic Strix	寄生枭
Parch	干烤
Pardic Arsonist	帕笛可纵火犯
Pardic Collaborator	帕笛可内贼
Pardic Dragon	帕笛可巨龙
Pardic Firecat	帕笛可火焰猫
Pardic Lancer	帕笛可长枪兵
Pardic Miner	帕笛卡矿工
Pardic Swordsmith	帕笛可铸剑师
Pariah	贱民
Pariah's Shield	贱民之盾
Paroxysm	间歇发作
Part Water	分开水面
Part the Veil	分开帘幕
Part the Waterveil	分开水帘
Parting Thoughts	临终思绪
Past in Flames	过往成焰
Patagia Golem	翼翅魔像
Patagia Viper	翼翅毒蛇
Patchwork Gnomes	拼装侏儒
Path of Anger's Flame	怒火焰迹
Path of Bravery	勇行之途
Path of Peace	和平大道
Path to Exile	流放之径
Pathbreaker Ibex	辟路原羊
Pathbreaker Wurm	辟路亚龙
Pathmaker Initiate	开路祀徒
Pathrazer of Ulamog	钨拉莫夷径者
Pathway Arrows	开道箭
Patriarch's Bidding	教父邀令
Patriarch's Desire	教父的愿望
Patrician's Scorn	显贵的轻蔑
Patrol Hound	巡逻犬
Patrol Signaler	巡逻信号兵
Patron Wizard	守护法师
Patron of the Akki	恶鬼守护神
Patron of the Kitsune	狐族守护神
Patron of the Moon	月人守护神
Patron of the Nezumi	鼠人守护神
Patron of the Orochi	蛇人守护神
Patron of the Valiant	豪杰守护使
Patron of the Wild	野地保护人
Pattern of Rebirth	转生的典范
Paupers' Cage	贫民之槛
Pavel Maliki	帕弗·马利基
Pawn of Ulamog	钨拉莫兵卒
Pay No Heed	不予理会
Peace Strider	和平神行客
Peace Talks	和平会谈
Peace and Quiet	和平与宁静
Peace of Mind	内心宁静
Peacekeeper	和平护卫
Peacewalker Colossus	护宁巨像
Peach Garden Oath	桃园三结义
Peak Eruption	岩峰爆发
Pearl Dragon	珍珠龙
Pearl Lake Ancient	珠湖祖怪
Pearl Medallion	珍珠徽章
Pearl Shard	珍珠碎片
Pearled Unicorn	珍珠独角兽
Pearlspear Courier	珍珠矛讯使
Peat Bog	泥煤沼
Pedantic Learning	咬文嚼字
Peek	偷窥
Peel from Reality	实界剥除
Peema Aether-Seer	皮默乙太预言师
Peema Outrider	皮默前导兵
Peer Pressure	同侪压力
Peer Through Depths	寻遍深水
Pegasus Charger	冲锋飞马
Pegasus Refuge	飞马庇护地
Pegasus Stampede	飞马蔽日
Pelakka Wurm	皮拉卡亚龙
Pemmin's Aura	潘明的灵气
Penance	告解
Pendelhaven	潘得庇护地
Pendelhaven Elder	潘得庇护地长老
Pendrell Drake	潘卓欧龙兽
Pendrell Flux	潘卓欧异变
Pendrell Mists	潘卓欧迷雾
Pendulum of Patterns	调律钟摆
Pennon Blade	旗帜刃
Pensive Minotaur	沉思牛头怪
Pentad Prism	五色棱镜
Pentagram of the Ages	远古的五星仪
Pentarch Paladin	伍领神圣武士
Pentarch Ward	伍领守护
Pentavus	五节兽
Penumbra Bobcat	罔两野猫
Penumbra Kavu	罔两卡甫
Penumbra Spider	罔两蜘蛛
Penumbra Wurm	罔两亚龙
People of the Woods	森林住民
Peppersmoke	胡椒雾
Peregrination	游历
Peregrine Drake	隼龙兽
Peregrine Griffin	游隼狮鹫
Peregrine Mask	隼面
Perfected Form	完美形体
Perilous Forays	冒险尝试
Perilous Myr	险恶秘耳
Perilous Predicament	险恶困境
Perilous Research	冒险探寻
Perilous Shadow	危险阴影
Perilous Vault	险恶贮窖
Perilous Voyage	险恶旅程
Perimeter Captain	边阵队长
Perish	枯槁
Perish the Thought	打住念头
Permafrost Trap	永冻陷阱
Permeating Mass	弥散大群
Pernicious Deed	毒契
Perpetual Timepiece	永动时计
Perplex	狼狈不堪
Perplexing Chimera	扰志盖美拉
Persecute	迫害
Persistent Nightmare	不散梦魇
Personal Incarnation	护持圣者
Personal Sanctuary	内心圣殿
Personal Tutor	个人导师
Persuasion	劝服
Pestermite	恼人鬼
Pestilence	瘟疫
Pestilence Demon	瘟疫恶魔
Pestilence Rats	瘟疫鼠
Pestilent Kathari	瘟疫卡刹立
Pestilent Souleater	瘟疫食灵妖
Petalmane Baku	花鬃食梦兽
Petals of Insight	洞察花瓣
Petra Sphinx	配特拉史芬斯
Petradon	窃地乳齿巨象
Petrahydrox	石水融怪
Petravark	窃地土猪
Petrified Field	石化原野
Petrified Plating	石皮护甲
Petrified Wood-Kin	树身石皮战士
Pewter Golem	焊锡魔像
Phage the Untouchable	不可近的菲姬
Phalanx Formation	方阵队型
Phalanx Leader	方阵兵团队长
Phantasmagorian	惊怖幻象
Phantasmal Abomination	幻象憎恨兽
Phantasmal Bear	幻象熊
Phantasmal Dragon	幻象巨龙
Phantasmal Fiend	幻象邪鬼
Phantasmal Forces	幻象军团
Phantasmal Image	幻象身影
Phantasmal Mount	幻象座骑
Phantasmal Sphere	幻象球
Phantasmal Terrain	幻土
Phantatog	幽魅阿托格
Phantom Beast	幽魅兽
Phantom Centaur	幽魅半人马
Phantom Flock	幽魅战群
Phantom General	幽魅将领
Phantom Monster	幻象怪兽
Phantom Nantuko	幽魅螳人
Phantom Nishoba	幽魅尼索巴
Phantom Nomad	幽魅游牧人
Phantom Tiger	幽魅虎
Phantom Warrior	幽魅战士
Phantom Whelp	幽魅幼犬
Phantom Wings	幽魅羽翼
Phantom Wurm	幽魅亚龙
Pharagax Giant	法拉伽斯巨人
Pharika's Chosen	芳瑞卡的精卫
Pharika's Cure	芳瑞卡的医治
Pharika's Disciple	芳瑞卡的信徒
Pharika's Mender	芳瑞卡的照护师
Pharika, God of Affliction	折磨神芳瑞卡
Pharika’s Mender	芳瑞卡的照护师
Phelddagrif	紫河马
Phenax, God of Deception	欺瞒神斐纳克
Pheres-Band Centaurs	斐力兹族半人马
Pheres-Band Raiders	斐力兹族突击队
Pheres-Band Thunderhoof	斐力兹族雷蹄兵
Pheres-Band Tromper	斐力兹族重跺者
Pheres-Band Warchief	斐力兹族战酋长
Phobian Phantasm	疑惧幻象
Phosphorescent Feast	磷光盛宴
Phthisis	痨病
Phylactery Lich	避邪符巫妖
Phyresis	非瑞化
Phyrexia's Core	非瑞克西亚核心
Phyrexian Altar	非瑞克西亚祭坛
Phyrexian Arena	非瑞克西亚斗技场
Phyrexian Battleflies	非瑞克西亚战蝇
Phyrexian Bloodstock	非瑞克西亚血畜
Phyrexian Boon	非瑞克西亚的恩泽
Phyrexian Broodlings	非瑞克西亚裔怪
Phyrexian Colossus	非瑞克西亚巨像
Phyrexian Crusader	非瑞克西亚圣战军
Phyrexian Debaser	非瑞克西亚贬者
Phyrexian Defiler	非瑞克西亚污者
Phyrexian Delver	非瑞克西亚考掘怪
Phyrexian Denouncer	非瑞克西亚谤者
Phyrexian Devourer	非瑞克西亚吞噬兽
Phyrexian Digester	非瑞克西亚消化者
Phyrexian Dreadnought	非瑞克西亚战舰
Phyrexian Driver	非瑞克西亚督头
Phyrexian Etchings	非瑞克西亚蚀刻
Phyrexian Furnace	非瑞克西亚熔炉
Phyrexian Gargantua	非瑞克西亚巨罡兽
Phyrexian Ghoul	非瑞克西亚食尸鬼
Phyrexian Gremlins	非瑞克西亚怪灵
Phyrexian Grimoire	非瑞克西亚秘录
Phyrexian Hulk	非瑞克西亚巨汉
Phyrexian Hydra	非瑞克西亚多头龙
Phyrexian Infiltrator	非瑞克西亚渗透者
Phyrexian Ingester	非瑞克西亚摄食兽
Phyrexian Ironfoot	非瑞克西亚千斤脚
Phyrexian Juggernaut	非瑞克西亚攻城巨车
Phyrexian Lens	非瑞克西亚透镜
Phyrexian Marauder	非瑞克西亚掠劫兽
Phyrexian Metamorph	非瑞克西亚蜕变妖
Phyrexian Monitor	非瑞克西亚监察员
Phyrexian Negator	非瑞克西亚绝灭兽
Phyrexian Obliterator	非瑞克西亚抹煞兽
Phyrexian Plaguelord	非瑞克西亚疫病王
Phyrexian Portal	非瑞克西亚通道
Phyrexian Processor	非瑞克西亚处理机
Phyrexian Prowler	非瑞克西亚游掠者
Phyrexian Purge	非瑞克西亚的肃荡
Phyrexian Rager	非瑞克西亚狂怒兽
Phyrexian Reaper	非瑞克西亚开膛手
Phyrexian Rebirth	非瑞克西亚再生
Phyrexian Reclamation	非瑞克西亚的矫治
Phyrexian Revoker	非瑞克西亚断念妖
Phyrexian Scuta	非瑞克西亚盾甲队
Phyrexian Slayer	非瑞克西亚斩杀手
Phyrexian Snowcrusher	非瑞克西亚破雪械
Phyrexian Soulgorger	非瑞克西亚吞魂械
Phyrexian Splicer	非瑞克西亚接合机
Phyrexian Swarmlord	非瑞克西亚群长
Phyrexian Totem	非瑞克西亚图腾像
Phyrexian Tower	非瑞克西亚高塔
Phyrexian Tribute	非瑞克西亚的贡品
Phyrexian Tyranny	非瑞克西亚式暴行
Phyrexian Unlife	非瑞克西亚体质
Phyrexian Vatmother	非瑞克西亚育毒兽
Phyrexian Vault	非瑞克西亚地窖
Phyrexian Walker	非瑞克西亚步行机
Phyrexian War Beast	非瑞克西亚战争兽
Phytoburst	植生爆发
Phytohydra	繁生多头龙
Phytotitan	植生巨汉
Pia Nalaar	琵雅纳拉
Pia and Kiran Nalaar	琵雅纳拉与基岚纳拉
Pia's Revolution	琵雅的革命
Pianna, Nomad Captain	游牧人首领匹雅娜
Pick the Brain	采摘思绪
Pieces of the Puzzle	谜题拼图
Pierce Strider	穿刺神行客
Piety	虔敬
Piety Charm	虔敬护符
Pikemen	长矛兵
Pilfered Plans	遭窃计划
Pilgrim of Justice	正义的朝香客
Pilgrim of Virtue	美德的朝香客
Pilgrim of the Fires	火焰朝圣客
Pilgrim's Eye	朝圣客之眼
Pili-Pala	劈哩啪拉
Pillage	掠夺
Pillaging Horde	掠夺蛮族
Pillar Tombs of Aku	尔库城的墓碑柱
Pillar of Flame	火焰柱
Pillar of Light	圣光柱
Pillar of Origins	源始雕柱
Pillar of War	好战雕柱
Pillar of the Paruns	元祖柱
Pillarfield Ox	柱坪牛
Pillory of the Sleepless	无眠颈手枷
Pin to the Earth	钉牢在地
Pincer Spider	钳脚蜘蛛
Pincher Beetles	带刺甲虫
Pine Barrens	贫瘠松林
Pine Walker	松林行者
Pinecrest Ridge	松顶山脊
Pinion Feast	噬羽盛宴
Pinnacle of Rage	怒火天顶
Pinpoint Avalanche	定点山崩
Pious Evangel	虔诚福音师
Pious Interdiction	虔诚禁制
Pious Kitsune	虔敬狐僧
Pious Warrior	虔诚的战士
Piper's Melody	吹笛手的旋律
Piracy	海盗行为
Piracy Charm	海盗护符
Piranha Marsh	水虎鱼沼地
Pirate Ship	海盗船
Pirate's Cutlass	海盗的短弯刀
Pirate's Prize	海盗的奖赏
Piston Sledge	活塞锤
Pistus Strike	刺蝇飞击
Pit Fight	死斗
Pit Imp	深渊小恶魔
Pit Keeper	暗渊门卫
Pit Raptor	深渊猎鸟
Pit Scorpion	暗渊蝎子
Pit Spawn	暗渊魔裔
Pit Trap	陷坑
Pitchburn Devils	燃沥青魔鬼
Pitchstone Wall	松脂岩墙
Pitfall Trap	坠穴陷阱
Pith Driller	钻髓怪
Pithing Needle	穿髓金针
Pitiless Horde	冷酷族骑
Pitiless Vizier	无情维齐尔
Pixie Queen	小妖精女王
Plagiarize	剽窃
Plague Beetle	疫病甲虫
Plague Belcher	疫病喷发兽
Plague Boiler	疫病闷锅
Plague Dogs	疫病犬
Plague Fiend	疫病恶魔
Plague Myr	疫病秘耳
Plague Rats	疫病老鼠
Plague Sliver	疫病裂片妖
Plague Spitter	瘟疫喷兽
Plague Spores	疫病孢子
Plague Stinger	疫病飞刺兽
Plague Wind	疫病之风
Plague Witch	疫病巫师
Plague of Vermin	病媒疫疾
Plaguebearer	病疫体
Plagued Rusalka	病殁怨魂
Plaguemaw Beast	疫病喉兽
Plains	平原
Plains(Theros)	平原(塞洛斯)
Planar Birth	时空诞生
Planar Bridge	时空渡桥
Planar Chaos	时空混沌
Planar Cleansing	净化时空
Planar Collapse	时空崩溃
Planar Despair	时空绝境
Planar Gate	时空之门
Planar Guide	片界精怪
Planar Outburst	时空爆发
Planar Overlay	时空覆盖
Planar Portal	时空界境信道
Planar Void	象限虚空
Planeswalker's Favor	旅法师的恩惠
Planeswalker's Fury	旅法师的怒火
Planeswalker's Mirth	旅法师的欢颜
Planeswalker's Mischief	旅法师的恶作剧
Planeswalker's Scorn	旅法师的轻蔑
Plant	植物
Plant Elemental	植物元素
Plasm Capture	原质吸取
Plasma Elemental	电浆元素
Plateau	高原
Plated Crusher	板甲碾破兽
Plated Geopede	板甲地蜈蚣
Plated Pegasus	板甲飞马
Plated Rootwalla	覆甲萝特瓦拉
Plated Seastrider	板甲海行客
Plated Slagwurm	板甲熔滓亚龙
Plated Sliver	覆甲裂片妖
Plated Spider	覆甲蜘蛛
Plated Wurm	覆甲亚龙
Platinum Angel	白金天使
Platinum Emperion	白金皇像
Plaxcaster Frogling	护板蛙兽
Plaxmanta	护板鳐
Plea for Guidance	祈求指引
Plea for Power	祈求权力
Pledge of Loyalty	忠诚誓言
Plover Knights	滨鸟骑士
Plow Through Reito	犁平灵都
Plow Under	犁埋
Plumes of Peace	和平之羽
Plumeveil	羽帘灵
Plummet	铅直落下
Plunder	劫夺
Plunge into Darkness	没入幽黯
Poison Arrow	毒箭
Poison the Well	井底下毒
Poisonbelly Ogre	毒腹食人魔
Polar Kraken	极地巨怪
Polis Crusher	城邦破坏人
Political Trickery	政治手段
Pollen Lullaby	花粉摇篮曲
Pollen Remedy	花粉疗法
Pollenbright Wings	花粉光翼
Polluted Bonds	污物羁绊
Polluted Dead	聚污亡者
Polluted Delta	聚污三角洲
Polluted Mire	污泥沼
Polukranos, World Eater	吞世客波禄卡诺斯
Polymorph	型态转变
Polymorphist's Jest	变型术士恶戏
Polymorphous Rush	幻型涌现
Ponder	沉思
Pongify	猿化术
Pontiff of Blight	枯萎主教
Ponyback Brigade	矮马旅团
Pooling Venom	毒积成池
Porcelain Legionnaire	瓷体军团兵
Pore Over the Pages	研读书页
Porphyry Nodes	斑岩筛检
Port Inspector	港口巡检官
Port Town	港镇
Portcullis	铁闸门
Portent	预兆
Portent of Betrayal	背叛征兆
Possessed Aven	着魔艾文
Possessed Barbarian	着魔野蛮人
Possessed Centaur	着魔半人马
Possessed Nomad	着魔游牧人
Possessed Portal	着魔时空通道
Possessed Skaab	着魔尸嵌
Possibility Storm	愿景齐现
Postmortem Lunge	死后冲刺
Poultice Sliver	糊药裂片妖
Pounce	猛扑
Pouncing Cheetah	扑击捷豹
Pouncing Jaguar	扑击猎豹
Pouncing Kavu	扑击卡甫
Pouncing Wurm	扑击亚龙
Powder Keg	炸药桶
Power Armor	动力铠甲
Power Artifact	动力神器
Power Conduit	力量渠道
Power Leak	能量泄裂
Power Matrix	动力基质
Power Play	权力争斗
Power Sink	能量消沉
Power Surge	能量翻腾
Power Taint	能量感染
Power of Fire	火焰之力
Powerleech	能量吸取
Powerstone Minefield	动力石雷区
Pox	毒疹
Pradesh Gypsies	柏悉吉卜赛人
Praetor's Counsel	魔判官商议
Praetor's Grasp	魔判官之攫
Prahv, Spires of Order	秩序尖塔布拉夫
Prairie Stream	沃原溪流
Prakhata Club Security	巴克特会警卫
Prakhata Pillar-Bug	巴克特会械虫
Preacher	传道士
Precinct Captain	城郊队长
Precise Strike	精准一击
Precognition	预见
Precursor Golem	先驱魔像
Predator Dragon	掠食巨龙
Predator Ooze	掠食流浆
Predator's Gambit	掠食者计策
Predator's Howl	掠食者嚎叫
Predator's Rapport	掠食者交心
Predator's Strike	攫掠击
Predator, Flagship	飞空旗舰掠夺者号
Predatory Advantage	掠夺优势
Predatory Focus	攫掠凝神
Predatory Hunger	捕食渴望
Predatory Nightstalker	掠食夜潜魔
Predatory Rampage	掠食狂暴
Predatory Sliver	掠食裂片妖
Predatory Urge	掠食驱策
Predict	预测
Preeminent Captain	杰出队长
Preemptive Strike	先下手为强
Preferred Selection	推甄
Premature Burial	仓卒掩埋
Preordain	注定
Prepare // Fight	备战//互斗
Prescient Chimera	预知盖美拉
Presence of Gond	刚德现身
Presence of the Master	大师登场
Presence of the Wise	智者风采
Press for Answers	强求解答
